id,slug,website_before,website_after,changed
"4499045e-c9b4-4bc0-9324-fbdb17ac26dd","kimz-sewing-and-patchwork-centre","https://kimzsewing.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb","https://kimzsewing.com/",yes
"1474ea35-d950-4314-bfe9-b773b194420f","kitchens-by-ccjs","https://www.ccjs.com.au/?utm_source=google&utm_medium=organic&utm_campaign=gmb","https://www.ccjs.com.au/",yes
"3a3ef5f7-0358-4c86-9600-038637c513c7","land-and-sea-noosa-brewing-company","https://www.landandseabrewery.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb","https://www.landandseabrewery.com/",yes
"3be9b03b-7040-4270-bf68-8eaf30db16a8","land-sea-brewery","https://www.landandseabrewery.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb","https://www.landandseabrewery.com/",yes
"b3ccd6a3-3498-44b8-b019-8b80368e75bc","langson-glass","https://langsonglass.com.au/?utm_source=google&utm_medium=organic&utm_campaign=gmb","https://langsonglass.com.au/",yes
"9c217bb5-76e8-4327-bf05-d73c02d22a29","latta-vino","http://www.lattavino.com.au/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=7209483731089243033","http://www.lattavino.com.au/",yes
"d89a5743-3fb5-43de-b760-aac72b240e79","les-bistronomes","https://www.lesbistronomes.net/?utm_source=google&utm_medium=organic&utm_campaign=gmb","https://www.lesbistronomes.net/",yes
"dc7ec8f8-0004-484e-9fd7-bc7459ade4aa","little-dragon-ginger-beer","https://littledragon.com.au/?utm_source=Google&utm_medium=Organic&utm_campaign=GMB","https://littledragon.com.au/",yes
"af7d154e-ebfc-4317-980f-55266dc3009e","lovestone-cottages-montville","https://lovestonecottages.com.au/?utm_source=google&utm_medium=organic&utm_campaign=gbp-listing","https://lovestonecottages.com.au/",yes
"ae778823-5f59-4192-b447-ac02e5b41160","ludbrooks-joinery","https://ludbrooksjoinery.com.au/?utm_source=google&utm_medium=organic&utm_campaign=gmb","https://ludbrooksjoinery.com.au/",yes
