id,old_region,new_region,disposition
d04bf153-76a6-4eb7-86ee-cc5069df6ba2,"42 Mount St","Perth",tier1-live-spatial
010e428a-c8ab-4119-93fe-0867ca2abc35,"43 Attfield St","Perth",tier1-live-spatial
dfb881fb-551c-4e89-a146-7c84317cfc08,"448 Nicholson Rd Forrestdale Western Australia","Perth",tier1-live-spatial
dfbfc7fa-2a01-457f-bbb9-354a7d4f473e,"464 William St","Perth",tier1-live-spatial
2c597a13-b9c2-4104-8df5-04075fecea83,"525 Falls Rd","Perth",tier1-live-spatial
ac204aa3-433f-46c7-9a0d-75e6824e66ba,"623 Warton Rd","Perth",tier1-live-spatial
74895741-db83-40d4-85fd-c330d227d569,"68 Nettleton Rd","Perth",tier1-live-spatial
11ac057f-2932-4aa2-8413-d529a85bac83,"7/15 Port Kembla Dr","Perth",tier1-live-spatial
102208ba-1f47-4a9d-ba10-aed8c30110d6,"772 Beaufort St","Perth",tier1-live-spatial
d4e85930-1604-471f-9d2c-1e43ca18ca31,"8/16 Guthrie St","Perth",tier1-live-spatial
632d0770-8006-48c4-bf1b-73deb5817a10,"85 Carinyah Rd","Perth",tier1-live-spatial
2738d406-953d-444f-9f05-2d6256d7648c,"86 Williams Street, Gooseberry Hill,","Perth",tier1-live-spatial
5593860e-dee5-4e83-b434-2d9e41e50d87,"9 Wilson Road, Pinjarra, Western Australia","Perth",tier1-live-spatial
3449ea9d-010e-4eea-8c96-b819b476ad92,"Pippin Drysdale 22 Tuckfield Street,","Perth",tier1-live-spatial
4bdae587-f846-4f9c-85c0-c1727dbac8cc,"Shop/5 Enterprise Ave 5 Enterprise Ave, Two Rocks WA","Perth",tier1-live-spatial
13eb39ec-9310-4875-b26d-27b9d9c962e8,"323 Great Northern Highway, Broome","Broome",tier2-address-locality
de41706f-e7e8-4963-99dc-7957fb7967dd,"49 Guthrie St","Brisbane",tier1-live-spatial
0cabeab5-c94f-471d-809c-fb1ff21ff009,"475 Warrigal Rd","Melbourne",tier1-live-spatial
07d66c08-51c2-4a3a-bb53-98035589c7b3,"507 Wattle St, Ultimo","Sydney",tier1-live-spatial
e5b034bd-7e13-479a-bb81-bb92c1c91dbf,"175 Swan St","Hunter Valley",tier3-best-judgment
6582e779-2a7b-439c-a918-52e8dfd9211d,"50 New St, Falmouth","Falmouth",tier2-address-locality
8a8cba2c-9a34-436d-9e62-b25f3726d362,"88 William St","Young",tier3-best-judgment
